full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,price_per_km,log_resale_price
2018 Maruti Ignis Zeta BSVI,4.95,Jan-18,1197,Third Party insurance,Manual,39622,First Owner,Petrol,81.8,5,20.89,Hatchback,Mumbai,0.000124931,1.78339122
2020 Maruti S-Presso VXI AT 2019-2022,5.25,Feb-20,998,Third Party insurance,Automatic,31178,First Owner,Petrol,67.05,5,21.7,Hatchback,Mumbai,0.000168388,1.832581464
2018 Skoda Kodiaq 2.0 TDI Style,27.5,Jun-18,1968,Comprehensive,Automatic,39000,First Owner,Diesel,148,7,16.25,SUV,Mumbai,0.000705128,3.349904087
2009 Hyundai Verna i (Petrol),1.85,Oct-09,1599,Third Party insurance,Manual,55000,Second Owner,Petrol,103.2,5,13.9,Sedan,Mumbai,3.36E-05,1.047318994
2018 Hyundai Verna CRDi 1.6 SX Option,9.49,Oct-18,1582,Comprehensive,Manual,62511,First Owner,Diesel,126.2,5,22,Sedan,Mumbai,0.000151813,2.350422422
2022 Mahindra XUV700 AX5 BSVI,19.45,Sep-22,1999,Comprehensive,Manual,14300,First Owner,Petrol,197.13,5,,SUV,Mumbai,0.00136014,3.017982882
2017 Honda WR-V i-VTEC VX,7.5,Jun-17,1199,Comprehensive,Manual,27800,First Owner,Petrol,88.7,5,17.5,SUV,Mumbai,0.000269784,2.140066163
2015 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,10.75,Oct-15,2494,Comprehensive,Manual,101844,First Owner,Diesel,100.6,8,12.99,MUV,Mumbai,0.000105554,2.463853241
2016 Audi A3 35 TDI Technology,14,Jun-16,1968,Comprehensive,Automatic,49000,Second Owner,Diesel,143,5,20.38,Sedan,Mumbai,0.000285714,2.708050201
2020 Kia Seltos GTX Plus Diesel AT,17.45,Jan-20,1493,Comprehensive,Automatic,26471,First Owner,Diesel,113.43,5,18,SUV,Mumbai,0.000659212,2.91506437
2013 Volkswagen Vento Petrol Highline,3.5,Mar-13,1598,Comprehensive,Manual,75000,Second Owner,Petrol,103.6,5,15.04,Sedan,Mumbai,4.67E-05,1.504077397
2018 Volkswagen Polo GT TSI,8.9,Aug-18,1197,Comprehensive,Automatic,26000,First Owner,Petrol,103.5,5,17.21,Hatchback,Mumbai,0.000342308,2.292534757
2018 Jeep Compass 1.4 Limited Option,13.5,Mar-18,1368,Comprehensive,Automatic,32000,First Owner,Petrol,160,5,16,SUV,Mumbai,0.000421875,2.674148649
2022 MG ZS EV Exclusive,24.4,Sep-22,0,Comprehensive,Automatic,9400,First Owner,Electric,174.33,5,,SUV,Mumbai,0.002595745,3.234749174
2009 Nissan Teana XL,2.75,Sep-09,2496,Comprehensive,Automatic,86500,Second Owner,Petrol,179.5,5,11.07,Sedan,Mumbai,3.18E-05,1.32175584
2018 Nissan Sunny XV CVT,5.75,Feb-18,1498,Comprehensive,Automatic,40000,Second Owner,Petrol,99.6,5,17.5,Sedan,Mumbai,0.00014375,1.909542505
2012 Nissan Sunny Diesel XV,3.5,Jul-12,1461,Comprehensive,Manual,70000,First Owner,Diesel,84.8,5,21.64,Sedan,Mumbai,5.00E-05,1.504077397
2012 Mitsubishi Outlander Chrome,5.65,Jan-12,2360,Comprehensive,Manual,72000,First Owner,Petrol,170,5,11.3,SUV,Mumbai,7.85E-05,1.894616855
2017 Land Rover Discovery Sport SD4 HSE Luxury,36.5,Jan-17,2179,Comprehensive,Automatic,38000,First Owner,Diesel,187.7,5,12.97,SUV,Mumbai,0.000960526,3.624340933
2021 Kia Seltos HTK Plus iMT,12.9,Mar-21,1497,Comprehensive,Manual,25000,First Owner,Petrol,113.43,5,16.8,SUV,Mumbai,0.000516,2.63188884
2017 Jaguar XE Prestige,24.9,Jun-17,1999,Comprehensive,Automatic,26000,First Owner,Petrol,197.13,5,13.6,Sedan,Mumbai,0.000957692,3.254242969
2013 Jaguar XF 2.2 Litre Luxury,16.9,Jul-13,2179,Comprehensive,Automatic,42000,First Owner,Diesel,187.7,5,16.36,Sedan,Mumbai,0.000402381,2.884800713
2016 Toyota Innova Crysta 2.8 GX AT 8S BSIV,16.99,Jun-16,2755,Comprehensive,Automatic,64000,First Owner,Diesel,171.5,8,11.36,MUV,Mumbai,0.000265469,2.889816048
2019 Hyundai Venue SX Plus Turbo DCT BSIV,10.25,Sep-19,998,Comprehensive,Automatic,26000,First Owner,Petrol,118.35,5,18.15,SUV,Mumbai,0.000394231,2.420368129
2018 Hyundai Tucson 2.0 Dual VTVT 2WD AT GLS,13.9,Sep-18,1999,Comprehensive,Automatic,44000,First Owner,Petrol,152.88,5,12.95,SUV,Mumbai,0.000315909,2.701361213
2021 Hyundai Creta SX Opt Turbo BSVI,17.35,Jan-21,1353,Comprehensive,Automatic,17500,First Owner,Petrol,138.12,5,,SUV,Mumbai,0.000991429,2.909629575
2017 Honda Jazz 1.2 V AT i VTEC,6.5,Jul-17,1199,Comprehensive,Automatic,21000,Second Owner,Petrol,88.7,5,19,Hatchback,Mumbai,0.000309524,2.014903021
2017 Honda City i-VTEC CVT ZX,9.25,Nov-17,1497,Comprehensive,Automatic,26000,First Owner,Petrol,117.6,5,18,Sedan,Mumbai,0.000355769,2.327277706
2018 Honda Amaze V CVT Petrol BSIV,7.25,Jun-18,1199,Comprehensive,Automatic,17000,First Owner,Petrol,88.76,5,19,Sedan,Mumbai,0.000426471,2.1102132
2017 BMW X5 xDrive 30d Design Pure Experience 5 Seater,38.75,Aug-17,2993,Comprehensive,Automatic,74300,First Owner,Diesel,258,5,15.97,SUV,Mumbai,0.000521534,3.682609841
2018 Maruti Swift Dzire AMT VXI,6.15,Feb-18,1197,Comprehensive,Automatic,39000,First Owner,Petrol,81.8,5,21.21,Sedan,Mumbai,0.000157692,1.967112357
2019 BMW X1 sDrive 20d xLine,32.25,Nov-19,1995,Comprehensive,Automatic,36000,First Owner,Diesel,188,5,20.68,SUV,Mumbai,0.000895833,3.504054767
2020 BMW 7 Series 730Ld M Sport,92,Mar-20,2993,Comprehensive,Automatic,21500,First Owner,Diesel,261.49,4,17.66,Sedan,Mumbai,0.00427907,4.532599493
2019 BMW 3 Series GT Luxury Line,39.75,Nov-19,1995,Comprehensive,Automatic,22000,First Owner,Diesel,188,5,21.76,Sedan,Mumbai,0.001806818,3.70745584
2020 Audi Q2 Standard With Sunroof,28.75,Dec-20,1984,Comprehensive,Automatic,19000,First Owner,Petrol,187.74,5,,SUV,Mumbai,0.001513158,3.392829132
2012 Audi A8 L 3.0 TDI quattro,19.25,Oct-12,2967,Comprehensive,Automatic,58000,Second Owner,Diesel,246.7,5,11.8,Sedan,Mumbai,0.000331897,3.008154794
2014 Hyundai Xcent 1.1 CRDi SX Option,4.95,Aug-14,1120,Comprehensive,Manual,46488,First Owner,Diesel,71,5,24.4,Sedan,Mumbai,0.000106479,1.78339122
2021 Tata Altroz XZ BSVI,7.99,Jan-21,1199,Comprehensive,Manual,8000,First Owner,Petrol,86.83,5,19.33,Hatchback,Mumbai,0.00099875,2.196112848
2018 Honda WR-V Edge Edition i-VTEC S,6.75,Jul-18,1199,Third Party insurance,Manual,30640,First Owner,Petrol,88.7,5,17.5,SUV,Mumbai,0.0002203,2.047692843
2019 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,9.85,Jan-19,1248,Comprehensive,Automatic,65000,First Owner,Diesel,88.5,5,24.3,SUV,Mumbai,0.000151538,2.38416508
2021 Mahindra XUV500 W11 Option AT,18.49,Oct-21,2179,Comprehensive,Automatic,29400,First Owner,Diesel,152.87,7,15.1,SUV,Mumbai,0.000628912,2.969901514
2017 Toyota Innova Crysta 2.8 ZX AT BSIV,18.75,Feb-17,2755,Comprehensive,Automatic,62500,First Owner,Diesel,171.5,7,11.36,MUV,Mumbai,0.0003,2.983153491
2015 Maruti Swift Dzire LDI,4.45,Mar-15,1248,Third Party insurance,Manual,82000,Second Owner,Diesel,74,5,23.4,Sedan,Mumbai,5.43E-05,1.695615609
2018 Honda City VX CVT,8.95,Nov-18,1497,Third Party insurance,Automatic,39000,First Owner,Petrol,117.6,5,17.4,Sedan,Mumbai,0.000229487,2.297572551
2022 Mercedes-Benz C-Class C 220d BSVI,61.95,Dec-22,1993,Third Party insurance,Automatic,14500,First Owner,Diesel,197.13,5,23,Sedan,Mumbai,0.004272414,4.14234076
2021 Hyundai Grand i10 Nios Sportz CNG,7.65,Mar-21,1197,Comprehensive,Manual,8869,First Owner,CNG,68.05,5,,Hatchback,Mumbai,0.000862555,2.157559321
2018 Tata Tigor 1.2 Revotron XT,4.75,Jan-18,1199,Comprehensive,Manual,61242,First Owner,Petrol,84,5,20.3,Sedan,Mumbai,7.76E-05,1.749199855
2011 Honda New Accord 2.4 MT,4.25,May-11,2354,Third Party insurance,Manual,85900,Second Owner,Petrol,177.6,5,12.8,Sedan,Mumbai,4.95E-05,1.658228077
2018 Hyundai Creta 1.6 VTVT AT SX Plus,11.95,Dec-18,1591,Third Party insurance,Automatic,58004,First Owner,Petrol,121.3,5,13,SUV,Mumbai,0.00020602,2.561095788
2020 Kia Carnival Limousine Plus,34.51,Jun-20,2199,Comprehensive,Automatic,25000,First Owner,Diesel,197.26,7,14.11,MUV,Mumbai,0.0013804,3.569814347
2015 Honda City i VTEC CVT VX,6.65,Jun-15,1497,Comprehensive,Automatic,40000,First Owner,Petrol,117.3,5,18,Sedan,Mumbai,0.00016625,2.034705648
2012 BMW 5 Series 520d,12.4,Jun-12,1995,Comprehensive,Automatic,65000,Second Owner,Diesel,177,5,18.48,Sedan,Mumbai,0.000190769,2.595254707
2014 BMW 5 Series 520d Luxury Line,20.5,Jun-14,1995,Comprehensive,Automatic,68000,First Owner,Diesel,190,5,18.12,Sedan,Mumbai,0.000301471,3.068052935
2020 Honda City VX CVT,11.8,Oct-20,1498,Comprehensive,Automatic,38000,First Owner,Petrol,119.35,5,18.3,Sedan,Mumbai,0.000310526,2.549445171
2016 Honda Jazz 1.2 V i VTEC,4.9,Jun-16,1199,Comprehensive,Manual,33000,First Owner,Petrol,88.7,5,18.7,Hatchback,Mumbai,0.000148485,1.774952351
2013 Skoda Rapid 1.6 MPI Ambition Plus Alloy,3.11,Jun-13,1598,Comprehensive,Manual,65000,Third Owner,Petrol,103.5,5,15,Sedan,Mumbai,4.78E-05,1.413423029
2018 Skoda Rapid 1.0 TSI Style AT,7,Jun-18,999,Comprehensive,Automatic,83000,First Owner,Petrol,108.62,5,16.24,Sedan,Mumbai,8.43E-05,2.079441542
2021 Maruti Ertiga VXI AT,11.6,Jun-21,1462,Comprehensive,Automatic,23000,First Owner,Petrol,103.26,7,17.99,MUV,Mumbai,0.000504348,2.533696814
2019 Volvo S90 D4 Momentum,38,Jun-19,1969,Comprehensive,Automatic,38000,First Owner,Diesel,190,5,18,Sedan,Mumbai,0.001,3.663561646
2019 Honda Civic VX,13.5,Apr-19,1799,Comprehensive,Automatic,32000,First Owner,Petrol,139.46,5,16.5,Sedan,Mumbai,0.000421875,2.674148649
2012 Maruti Swift Dzire VXI,3.5,Jul-12,1197,Third Party insurance,Manual,48866,First Owner,Petrol,83.14,5,20.85,Sedan,Mumbai,7.16E-05,1.504077397
2020 Hyundai Venue S BSIV,8.5,Aug-20,1197,Third Party insurance,Manual,19920,First Owner,Petrol,81.86,5,17.52,SUV,Mumbai,0.000426707,2.251291799
2020 Kia Seltos GTX DCT,15.25,Oct-20,1353,Comprehensive,Automatic,33000,First Owner,Petrol,138,5,16.2,SUV,Mumbai,0.000462121,2.788092909
2020 Tata Harrier XZA Plus AT BSVI,20.75,Nov-20,1956,Comprehensive,Automatic,15700,First Owner,Diesel,167.67,5,14.6,SUV,Mumbai,0.001321656,3.079613758
2020 Hyundai Creta 1.4 E Plus CRDi,10.95,Feb-20,1396,Comprehensive,Manual,44515,First Owner,Diesel,88.7,5,22.1,SUV,Mumbai,0.000245984,2.480731278
2013 Honda Amaze VX i-Vtech,3.3,May-13,1198,Comprehensive,Manual,52075,First Owner,Petrol,86.7,5,18,Sedan,Mumbai,6.34E-05,1.458615023
2022 Kia Carens Luxury Plus Turbo DCT 6 STR 2022-2023,18.95,Jul-22,1353,Third Party insurance,Automatic,15500,First Owner,Petrol,138.05,6,16.5,MUV,Mumbai,0.001222581,2.993229143
2016 Mahindra KUV 100 mFALCON G80 K2,3.75,Mar-16,1198,Third Party insurance,Manual,39198,First Owner,Petrol,82,6,18.15,SUV,Mumbai,9.57E-05,1.558144618
2022 Mahindra XUV700 AX5 Diesel BSVI,20.5,May-22,2198,Third Party insurance,Manual,8500,First Owner,Diesel,182.38,5,,SUV,Mumbai,0.002411765,3.068052935
2020 Toyota Fortuner 2.8 4WD AT,36.45,Dec-20,2755,Third Party insurance,Automatic,54000,First Owner,Diesel,174.5,7,15.04,SUV,Mumbai,0.000675,3.62300671
2021 Kia Sonet HTX Turbo iMT BSVI,10.75,May-21,998,Third Party insurance,Manual,23000,First Owner,Petrol,118.36,5,18.2,SUV,Mumbai,0.000467391,2.463853241
2018 BMW X1 sDrive 20d xLine,28.75,Nov-18,1995,Comprehensive,Automatic,36000,First Owner,Diesel,188,5,20.68,SUV,Mumbai,0.000798611,3.392829132
2017 Jeep Compass 2.0 Longitude BSIV,11.5,Nov-17,1956,Third Party,Manual,28300,First Owner,Diesel,170,5,17.1,SUV,Mumbai,0.00040636,2.525728644
2014 Hyundai EON Magna Plus,2.35,Mar-14,814,Third Party,Manual,26000,Second Owner,Petrol,55.2,5,21.1,Hatchback,Mumbai,9.04E-05,1.208960346
2017 Datsun RediGO T Option,2.35,Oct-17,799,Third Party,Manual,53000,First Owner,Petrol,53.64,5,22.7,Hatchback,Mumbai,4.43E-05,1.208960346
2016 Honda City i VTEC CVT SV,6.15,Feb-16,1497,Comprehensive,Automatic,53100,First Owner,Petrol,117.3,5,18,Sedan,Mumbai,0.000115819,1.967112357
2021 Maruti Celerio ZXI AMT,6.3,Apr-21,998,Comprehensive,Automatic,6700,First Owner,Petrol,67.05,5,21.63,Hatchback,Mumbai,0.000940299,1.987874348
2009 BMW 5 Series 525i,5.75,Nov-09,2497,Third Party insurance,Automatic,88879,Third Owner,Petrol,215,5,10.8,Sedan,Mumbai,6.47E-05,1.909542505
2018 Tata Tiago 1.2 Revotron XZA,5.45,Apr-18,1199,Comprehensive,Automatic,61100,First Owner,Petrol,83.83,5,23.84,Hatchback,Mumbai,8.92E-05,1.864080131
2015 Audi A6 35 TDI Premium,21.95,Oct-15,1968,Comprehensive,Automatic,61000,Second Owner,Diesel,174.33,5,17.68,Sedan,Mumbai,0.000359836,3.133317937
2011 Chevrolet Beat LS,1.65,Dec-11,1199,Third Party,Manual,14145,Second Owner,Petrol,79.4,5,18.6,Hatchback,Mumbai,0.000116649,0.97455964
2022 Jeep Meridian Limited Opt AT BSVI,33.99,Jul-22,1956,Third Party,Automatic,15000,First Owner,Diesel,167.67,7,15.7,SUV,Mumbai,0.002266,3.555062306
2015 Ford Ecosport 1.5 Ti VCT AT Titanium,6,Dec-15,1499,Comprehensive,Automatic,51317,First Owner,Petrol,110,5,16.5,SUV,Mumbai,0.00011692,1.945910149
2017 Mercedes-Benz E-Class E 350d,39.75,Jun-17,2987,Comprehensive,Automatic,38900,Second Owner,Diesel,254.8,5,17,Sedan,Mumbai,0.001021851,3.70745584
2015 Maruti Ciaz ZXi Plus,6.25,Mar-15,1373,Comprehensive,Manual,42830,First Owner,Petrol,91.1,5,20.73,Sedan,Mumbai,0.000145926,1.981001469
2022 Jeep Compass Model S 4X4 Diesel AT BSVI,30.9,Apr-22,1956,Comprehensive,Automatic,9900,First Owner,Diesel,167.67,5,14.9,SUV,Mumbai,0.003121212,3.46260601
2022 Kia Seltos HTK Plus AT D,16.9,Jun-22,1493,Comprehensive,Automatic,13000,First Owner,Diesel,113.42,5,17.8,SUV,Mumbai,0.0013,2.884800713
2013 Mini Cooper D,15,Nov-13,1998,Third Party,Automatic,42000,First Owner,Diesel,112,5,23.8,Hatchback,Mumbai,0.000357143,2.772588722
2011 Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,37.5,May-11,4367,Comprehensive,Automatic,70000,Second Owner,Diesel,308,7,10.2,SUV,Mumbai,0.000535714,3.650658241
2015 Hyundai Santa Fe 4WD AT,13.99,Apr-15,2199,Third Party insurance,Automatic,90000,First Owner,Diesel,194.3,7,13.01,SUV,Mumbai,0.000155444,2.707383312
2009 Mercedes-Benz E-Class 280 CDI,5.5,May-09,2987,Comprehensive,Automatic,100000,Second Owner,Diesel,198.5,5,11,Sedan,Mumbai,5.50E-05,1.871802177
2017 Hyundai Creta 1.6 VTVT AT SX Plus,10.5,May-17,1591,Third Party insurance,Automatic,56000,Second Owner,Petrol,121.3,5,13,SUV,Mumbai,0.0001875,2.442347035
2013 Hyundai i20 Asta 1.2,3.95,Jun-13,1197,Comprehensive,Manual,61000,Second Owner,Petrol,82.85,5,18.5,Hatchback,Mumbai,6.48E-05,1.599387577
2013 Audi A4 1.8 TFSI Premium Plus,10.5,Oct-13,1798,Comprehensive,Automatic,34700,Third Owner,Petrol,167.62,5,15.64,Sedan,Mumbai,0.000302594,2.442347035
2014 Audi A6 35 TDI Premium,15.5,Jun-14,1968,Comprehensive,Automatic,34500,Second Owner,Diesel,174.33,5,17.68,Sedan,Mumbai,0.000449275,2.803360381
2018 Mahindra XUV500 W5,9.95,Aug-18,2179,Third Party insurance,Manual,31000,Second Owner,Diesel,152.87,7,,SUV,Mumbai,0.000320968,2.393339456
2019 Kia Seltos HTX IVT G,13.9,Dec-19,1497,Comprehensive,Automatic,23000,First Owner,Petrol,113.42,5,16.8,SUV,Mumbai,0.000604348,2.701361213
2018 BMW 5 Series 520d Sport Line,42.5,Sep-18,1995,Comprehensive,Automatic,21000,First Owner,Diesel,187.74,5,22.48,Sedan,Mumbai,0.00202381,3.772760938
2015 Hyundai Grand i10 Sportz,3.95,Apr-15,1197,Comprehensive,Manual,45000,First Owner,Petrol,82,5,18.9,Hatchback,Mumbai,8.78E-05,1.599387577
2017 Honda City SV MT,7.25,May-17,1497,Comprehensive,Manual,23641,First Owner,Petrol,117.6,5,17.4,Sedan,Mumbai,0.000306671,2.1102132
2017 Volkswagen Vento 1.6 Highline Plus,6.25,Feb-17,1598,Comprehensive,Manual,39000,First Owner,Petrol,103.5,5,16.09,Sedan,Mumbai,0.000160256,1.981001469
2019 Renault Duster Petrol RXS,7.85,Oct-19,1498,Comprehensive,Manual,17000,First Owner,Petrol,104.5,5,14.99,SUV,Mumbai,0.000461765,2.180417459
2020 MG ZS EV Exclusive,18,May-20,0,Third Party insurance,Automatic,50000,Second Owner,Electric,140.8,5,,SUV,Mumbai,0.00036,2.944438979
2022 Maruti Ertiga ZXI Plus BSVI,11.75,Jun-22,1462,Comprehensive,Manual,13000,First Owner,Petrol,101.65,7,20.51,MUV,Mumbai,0.000903846,2.545531272
2022 Tata Altroz XZ Plus Diesel BSVI,9.9,Sep-22,1497,Comprehensive,Manual,14000,First Owner,Diesel,88.77,5,23.64,Hatchback,Mumbai,0.000707143,2.388762789
2016 Mercedes-Benz C-Class C 220 CDI Avantgarde,24.5,Sep-16,2143,Comprehensive,Automatic,56800,First Owner,Diesel,170,5,19.27,Sedan,Mumbai,0.000431338,3.238678452
2016 Maruti Celerio Green VXI,3.99,Aug-16,998,Third Party insurance,Manual,67534,First Owner,CNG,58.2,5,31.79,Hatchback,Mumbai,5.91E-05,1.60743591
2018 Hyundai Creta 1.6 SX Automatic Diesel,12.75,Jun-18,1582,Comprehensive,Automatic,20000,Third Owner,Diesel,126.2,5,17.6,SUV,Mumbai,0.0006375,2.621038824
2018 Hyundai Creta 1.6 VTVT AT SX Plus,11.75,Aug-18,1591,Comprehensive,Automatic,58000,First Owner,Petrol,121.3,5,13,SUV,Mumbai,0.000202586,2.545531272
2014 Mercedes-Benz E-Class E250 CDI Avantgrade,17.75,Jan-14,2143,Comprehensive,Automatic,66000,Second Owner,Diesel,201.1,5,13,Sedan,Mumbai,0.000268939,2.931193752
2013 Volkswagen Vento Diesel Highline,4.45,May-13,1598,Comprehensive,Manual,52001,First Owner,Diesel,103.6,5,20.54,Sedan,Mumbai,8.56E-05,1.695615609
2014 Hyundai i10 Asta AT,4.49,Dec-14,1197,Comprehensive,Automatic,38000,Second Owner,Petrol,78.9,5,16.95,Hatchback,Mumbai,0.000118158,1.702928256
2021 Skoda Kushaq 1.5 TSI Style DSG,17.25,Oct-21,1498,Comprehensive,Automatic,6000,First Owner,Petrol,147.51,5,18.86,SUV,Mumbai,0.002875,2.90416508
2022 Mahindra Thar LX 4-Str Convert Top Diesel BSVI,15.95,May-22,2184,Third Party insurance,Manual,9990,First Owner,Diesel,130,4,15.2,SUV,Mumbai,0.001596597,2.830267834
2019 Maruti Alto K10 VXI AGS Optional,4.35,Oct-19,998,Comprehensive,Automatic,31335,First Owner,Petrol,67.1,5,23.95,Hatchback,Mumbai,0.000138822,1.677096561
2020 Tata Nexon EV Prime XZ Plus LUX,13.75,Sep-20,0,Comprehensive,Automatic,16000,First Owner,Electric,127,5,,SUV,Mumbai,0.000859375,2.691243083
2014 Mercedes-Benz E-Class E 200 CGI,17.75,Apr-14,1991,Comprehensive,Automatic,38000,Second Owner,Petrol,181.03,5,12,Sedan,Mumbai,0.000467105,2.931193752
2019 Maruti Swift Dzire ZXI 1.2 BS IV,7.15,May-19,1197,Comprehensive,Manual,44666,First Owner,Petrol,81.8,5,22,Sedan,Mumbai,0.000160077,2.098017927
2015 BMW 3 Series 320d Prestige,13.9,Nov-15,1995,Comprehensive,Automatic,68200,Second Owner,Diesel,184,5,18.88,Sedan,Mumbai,0.000203812,2.701361213
2017 BMW X5 xDrive 30d Design Pure Experience 5 Seater,37,Jun-17,2993,Comprehensive,Automatic,66508,Second Owner,Diesel,258,5,15.97,SUV,Mumbai,0.000556324,3.63758616
2020 Kia Sonet GTX Plus Diesel iMT BSVI,12.9,Oct-20,1493,Third Party,Manual,21001,First Owner,Diesel,98.63,5,,SUV,Mumbai,0.000614256,2.63188884
2021 Hyundai Grand i10 Nios Turbo Sportz,6.49,Feb-21,998,Third Party,Manual,29000,First Owner,Petrol,98.63,5,20.7,Hatchback,Mumbai,0.000223793,2.013568798
2017 Land Rover Range Rover Evoque 2.0 TD4 HSE,39.5,Aug-17,1999,Third Party insurance,Automatic,55830,First Owner,Diesel,177,5,15.68,SUV,Mumbai,0.000707505,3.701301974
2016 Maruti Ciaz VXi Plus,5.9,Jun-16,1373,Comprehensive,Manual,62000,First Owner,Petrol,91.1,5,20.73,Sedan,Mumbai,9.52E-05,1.931521412
2011 Mahindra Xylo E4,2.45,Nov-11,2498,Third Party insurance,Manual,73000,Second Owner,Diesel,1123800,7,14,MUV,Mumbai,3.36E-05,1.238374231
2014 Audi A6 2.0 TDI Premium Plus,15.5,Jul-14,1968,Comprehensive,Automatic,70200,First Owner,Diesel,174.33,5,17.68,Sedan,Mumbai,0.000220798,2.803360381
2018 Tata Tiago Wizz 1.2 Revotron,4.11,Jan-18,1199,Third Party insurance,Manual,65511,First Owner,Petrol,84,5,23.84,Hatchback,Mumbai,6.27E-05,1.631199404
2022 Kia Carens Prestige Plus Turbo 2022-2023,16.7,Apr-22,1353,Third Party insurance,Manual,9000,First Owner,Petrol,138.05,7,16.2,MUV,Mumbai,0.001855556,2.87356464
2015 Mercedes-Benz B Class B180 Sport,9.9,Jul-15,1595,Comprehensive,Automatic,67850,Third Owner,Petrol,120.69,5,14.8,Hatchback,Mumbai,0.00014591,2.388762789
2011 Mercedes-Benz S-Class S 500 L,16.5,Sep-11,5461,Comprehensive,Automatic,81770,Second Owner,Petrol,362.9,5,7.81,Sedan,Mumbai,0.000201785,2.862200881
2015 Maruti Swift Dzire VDI,5.85,Oct-15,1248,Comprehensive,Manual,75000,First Owner,Diesel,74,5,26.59,Sedan,Mumbai,7.80E-05,1.924248652
2020 Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,28.75,Feb-20,2198,Comprehensive,Automatic,88086,First Owner,Diesel,158,7,12.62,SUV,Mumbai,0.000326386,3.392829132
2021 Audi Q2 Premium Plus II,30,Jun-21,1984,Comprehensive,Automatic,11000,First Owner,Petrol,187.74,5,,SUV,Mumbai,0.002727273,3.433987204
2020 Hyundai Creta SX Opt Turbo BSVI,16.95,Mar-20,1353,Comprehensive,Automatic,33000,First Owner,Petrol,138.12,5,,SUV,Mumbai,0.000513636,2.887590115
2018 Volvo S90 D4 Inscription BSIV,39.5,Jan-18,1969,Comprehensive,Automatic,45000,First Owner,Diesel,190,5,18,Sedan,Mumbai,0.000877778,3.701301974
2017 BMW 3 Series 320d Luxury Line,20.5,Apr-17,1995,Comprehensive,Automatic,52390,Second Owner,Diesel,190,5,22.69,Sedan,Mumbai,0.000391296,3.068052935
2022 Tata Nexon EV Prime XM,13.45,Feb-22,0,Third Party insurance,Automatic,17764,First Owner,Electric,127,5,,SUV,Mumbai,0.000757149,2.670694415
2016 Mercedes-Benz GLA Class 200 CDI SPORT,15.5,Aug-16,2143,Comprehensive,Automatic,73700,Second Owner,Diesel,136,5,17.9,SUV,Mumbai,0.000210312,2.803360381
2018 Mercedes-Benz C-Class C 200 AVANTGARDE,28.5,Aug-18,1991,Comprehensive,Automatic,41000,Second Owner,Petrol,181.04,5,14.74,Sedan,Mumbai,0.000695122,3.384390263
2017 Ford Aspire 1.2 Ti-VCT Titanium,4.45,Oct-17,1196,Comprehensive,Manual,53091,First Owner,Petrol,86.8,5,18.16,Sedan,Mumbai,8.38E-05,1.695615609
2018 Volvo XC 90 D5 Inscription BSIV,49.5,Feb-18,1969,Comprehensive,Automatic,70000,First Owner,Diesel,235,7,17.2,SUV,Mumbai,0.000707143,3.921973336
2019 Mercedes-Benz GLC 220d 4MATIC,43.25,Jun-19,1950,Comprehensive,Automatic,48000,First Owner,Diesel,194,5,,SUV,Mumbai,0.000901042,3.789855371
2012 Chevrolet Cruze LTZ,3.25,Oct-12,1991,Third Party,Manual,88000,Second Owner,Diesel,147.9,5,18.3,Sedan,Mumbai,3.69E-05,1.446918983
2010 Hyundai i20 1.4 CRDi Asta,2.35,Jul-10,1396,Third Party,Manual,110000,Third Owner,Diesel,904000,5,23,Hatchback,Mumbai,2.14E-05,1.208960346
2017 Hyundai Creta 1.6 CRDi AT SX Plus,11.5,Jun-17,1582,Comprehensive,Automatic,81400,First Owner,Diesel,126.2,5,17.01,SUV,Mumbai,0.000141278,2.525728644
2016 Jaguar XF 2.0 Petrol Portfolio,23.23,Aug-16,1997,Comprehensive,Automatic,67000,First Owner,Petrol,246.74,5,10.8,Sedan,Mumbai,0.000346716,3.187591535
2012 Maruti Swift VDI,3.95,Dec-12,1248,Comprehensive,Manual,71000,First Owner,Diesel,74,5,22.9,Hatchback,Mumbai,5.56E-05,1.599387577
2015 Mahindra Scorpio S10 8 Seater,9,Jun-15,2179,Comprehensive,Manual,85000,First Owner,Diesel,120,8,15.4,SUV,Mumbai,0.000105882,2.302585093
2018 Skoda Octavia 1.8 TSI AT L K,16.74,Jun-18,1798,Comprehensive,Automatic,24000,First Owner,Petrol,178,5,15.1,Sedan,Mumbai,0.0006975,2.875821977
2018 Mercedes-Benz GLA Class 220 d 4MATIC,25.8,Jun-18,2143,Comprehensive,Automatic,52000,First Owner,Diesel,170,5,17.9,SUV,Mumbai,0.000496154,3.288401888
2014 Honda City i VTEC V,5.21,Mar-14,1497,Comprehensive,Manual,62002,First Owner,Petrol,117.3,5,17.4,Sedan,Mumbai,8.40E-05,1.826160896
2019 Tata Hexa XTA,14.21,Jun-19,2179,Comprehensive,Automatic,82000,First Owner,Diesel,153.86,7,17.6,MUV,Mumbai,0.000173293,2.721953106
